year	month	day	araz_Q_Obs				
2012	12	1	8.28				
2012	12	2	7.09				
2012	12	3	6.06				
2012	12	4	5.66				
2012	12	5	5.37				
2012	12	6	4.2				
2012	12	7	3.34				
2012	12	8	3				
2012	12	9	2.49				
2012	12	10	3.89				
2012	12	11	3.71				
2012	12	12	11.1				
2012	12	13	22.9				
2012	12	14	13.1				
2012	12	15	11.1				
2012	12	16	8.84				
2012	12	17	7.68				
2012	12	18	6.37				
2012	12	19	5.32				
2012	12	20	4.15				
2012	12	21	4.38				
2012	12	22	5.86				
2012	12	23	6.47				
2012	12	24	5.86				
2012	12	25	5.36				
2012	12	26	5.57				
2012	12	27	5.91				
2012	12	28	5.61				
2012	12	29	5.27				
2012	12	30	4.98				
2012	12	31	5.86				
2013	1	1	6.36				
2013	1	2	5.81				
2013	1	3	5.51				
2013	1	4	5.32				
2013	1	5	5.08				
2013	1	6	4.98				
2013	1	7	4.89				
2013	1	8	4.89				
2013	1	9	5.13				
2013	1	10	5.46				
2013	1	11	15.3				
2013	1	12	10				
2013	1	13	7.95				
2013	1	14	7.09				
2013	1	15	7.47				
2013	1	16	8.61				
2013	1	17	7.3				
2013	1	18	6.57				
2013	1	19	6.26				
2013	1	20	6.63				
2013	1	21	9.3				
2013	1	22	11.8				
2013	1	23	9.76				
2013	1	24	8.39				
2013	1	25	8.34				
2013	1	26	8.23				
2013	1	27	8.84				
2013	1	28	8.95				
2013	1	29	11.4				
2013	1	30	27.3				
2013	1	31	28				
2013	2	1	23.4				
2013	2	2	61.8				
2013	2	3	39.5				
2013	2	4	47.1				
2013	2	5	29.7				
2013	2	6	21.6				
2013	2	7	19.1				
2013	2	8	18.1				
2013	2	9	17.1				
2013	2	10	17.5				
2013	2	11	15.1				
2013	2	12	11.4				
2013	2	13	6.2				
2013	2	14	32.5				
2013	2	15	23.4				
2013	2	16	19				
2013	2	17	42.9				
2013	2	18	40.7				
2013	2	19	20.4				
2013	2	20	15.9				
2013	2	21	13.9				
2013	2	22	11.8				
2013	2	23	11.4				
2013	2	24	10.6				
2013	2	25	16.7				
2013	2	26	51.6				
2013	2	27	32.1				
2013	2	28	18.5				
2013	3	1	16.3				
2013	3	2	24.7				
2013	3	3	22.3				
2013	3	4	17.4				
2013	3	5	16.8				
2013	3	6	17.3				
2013	3	7	27.9				
2013	3	8	20.5				
2013	3	9	18.5				
2013	3	10	19.5				
2013	3	11	20.7				
2013	3	12	17.3				
2013	3	13	16.5				
2013	3	14	15.8				
2013	3	15	13.9				
2013	3	16	13.5				
2013	3	17	13.1				
2013	3	18	13.6				
2013	3	19	13.9				
2013	3	20	27.2				
2013	3	21	23.6				
2013	3	22	18.9				
2013	3	23	15				
2013	3	24	11.4				
2013	3	25	17				
2013	3	26	21.8				
2013	3	27	17				
2013	3	28	12.4				
2013	3	29	12.1				
2013	3	30	15.5				
2013	3	31	23.7				
2013	4	1	22.1				
2013	4	2	20.7				
2013	4	3	14.8				
2013	4	4	11.1				
2013	4	5	9.63				
2013	4	6	9.47				
2013	4	7	8.61				
2013	4	8	8.39				
2013	4	9	7.89				
2013	4	10	6.36				
2013	4	11	6.47				
2013	4	12	7.04				
2013	4	13	8.9				
2013	4	14	10.1				
2013	4	15	9.53				
2013	4	16	8.44				
2013	4	17	7.89				
2013	4	18	7.36				
2013	4	19	7.09				
2013	4	20	6.93				
2013	4	21	9.47				
2013	4	22	25.3				
2013	4	23	21.6				
2013	4	24	13.9				
2013	4	25	25.3				
2013	4	26	18.2				
2013	4	27	10.2				
2013	4	28	8.95				
2013	4	29	7.95				
2013	4	30	7.2				
2013	5	1	7.03				
2013	5	2	5.68				
2013	5	3	4.34				
2013	5	4	4.24				
2013	5	5	3.78				
2013	5	6	3.38				
2013	5	7	2.88				
2013	5	8	2.76				
2013	5	9	2.72				
2013	5	10	3.43				
2013	5	11	4.11				
2013	5	12	3.97				
2013	5	13	4.07				
2013	5	14	6.51				
2013	5	15	4.11				
2013	5	16	4.15				
2013	5	17	3.98				
2013	5	18	2.88				
2013	5	19	1.9				
2013	5	20	1.72				
2013	5	21	4.9				
2013	5	22	7.71				
2013	5	23	5.7				
2013	5	24	4.91				
2013	5	25	4.55				
2013	5	26	4.09				
2013	5	27	3.52				
2013	5	28	2.9				
2013	5	29	2.5				
2013	5	30	2.26				
2013	5	31	1.86				
2013	6	1	1.66				
2013	6	2	1.39				
2013	6	3	1.11				
2013	6	4	0.775				
2013	6	5	0.589				
2013	6	6	0.481				
2013	6	7	0.381				
2013	6	8	0.364				
2013	6	9	0.481				
2013	6	10	0.502				
2013	6	11	0.4				
2013	6	12	0.4				
2013	6	13	0.4				
2013	6	14	0.362				
2013	6	15	0.362				
2013	6	16	0.325				
2013	6	17	0.307				
2013	6	18	0.254				
2013	6	19	0.237				
2013	6	20	0.206				
2013	6	21	0.19				
2013	6	22	0.19				
2013	6	23	0.19				
2013	6	24	0.16				
2013	6	25	0.16				
2013	6	26	0.16				
2013	6	27	0.16				
2013	6	28	0.16				
2013	6	29	0.16				
2013	6	30	0.146				
2013	7	1	0.16				
2013	7	2	0.175				
2013	7	3	0.132				
2013	7	4	0.132				
2013	7	5	0.146				
2013	7	6	0.146				
2013	7	7	0.132				
2013	7	8	0.119				
2013	7	9	0.106				
2013	7	10	0.106				
2013	7	11	0.094				
2013	7	12	0.081				
2013	7	13	0.135				
2013	7	14	0.175				
2013	7	15	0.133				
2013	7	16	0.07				
2013	7	17	0.106				
2013	7	18	0.106				
2013	7	19	0.119				
2013	7	20	0.132				
2013	7	21	0.132				
2013	7	22	0.132				
2013	7	23	0.132				
2013	7	24	0.106				
2013	7	25	0.106				
2013	7	26	0.132				
2013	7	27	0.132				
2013	7	28	0.132				
2013	7	29	0.094				
2013	7	30	0.132				
2013	7	31	0.132				
2013	8	1	0.132				
2013	8	2	0.132				
2013	8	3	0.132				
2013	8	4	0.106				
2013	8	5	0.106				
2013	8	6	0.094				
2013	8	7	0.059				
2013	8	8	0.081				
2013	8	9	0.081				
2013	8	10	0.106				
2013	8	11	0.106				
2013	8	12	0.106				
2013	8	13	0.106				
2013	8	14	0.106				
2013	8	15	0.081				
2013	8	16	0.081				
2013	8	17	0.07				
2013	8	18	0.059				
2013	8	19	0.049				
2013	8	20	0.059				
2013	8	21	0.059				
2013	8	22	0.059				
2013	8	23	0.059				
2013	8	24	0.07				
2013	8	25	0.081				
2013	8	26	0.081				
2013	8	27	0.081				
2013	8	28	0.081				
2013	8	29	0.081				
2013	8	30	0.081				
2013	8	31	0.081				
2013	9	1	0.081				
2013	9	2	0.106				
2013	9	3	0.106				
2013	9	4	0.106				
2013	9	5	0.106				
2013	9	6	0.106				
2013	9	7	0.106				
2013	9	8	0.081				
2013	9	9	0.081				
2013	9	10	0.081				
2013	9	11	0.106				
2013	9	12	0.106				
2013	9	13	0.081				
2013	9	14	0.081				
2013	9	15	0.106				
2013	9	16	0.106				
2013	9	17	0.24				
2013	9	18	0.161				
2013	9	19	0.119				
2013	9	20	0.132				
2013	9	21	0.146				
2013	9	22	0.345				
2013	9	23	0.134				
2013	9	24	0.142				
2013	9	25	0.211				
2013	9	26	4.22				
2013	9	27	1.9				
2013	9	28	1.79				
2013	9	29	1.71				
2013	9	30	1.6				
2013	10	1	1.57				
2013	10	2	1.54				
2013	10	3	1.52				
2013	10	4	1.39				
2013	10	5	1.37				
2013	10	6	1.42				
2013	10	7	1.55				
2013	10	8	1.78				
2013	10	9	1.9				
2013	10	10	1.99				
2013	10	11	1.84				
2013	10	12	1.79				
2013	10	13	1.68				
2013	10	14	1.57				
2013	10	15	1.52				
2013	10	16	1.42				
2013	10	17	1.45				
2013	10	18	1.47				
2013	10	19	1.52				
2013	10	20	1.52				
2013	10	21	1.8				
2013	10	22	3.59				
2013	10	23	3.53				
2013	10	24	2.38				
2013	10	25	2.07				
2013	10	26	2.01				
2013	10	27	1.96				
2013	10	28	2.04				
2013	10	29	2.07				
2013	10	30	2.04				
2013	10	31	2.04				
2013	11	1	2.01				
2013	11	2	1.85				
2013	11	3	1.68				
2013	11	4	1.73				
2013	11	5	1.68				
2013	11	6	1.63				
2013	11	7	1.68				
2013	11	8	1.63				
2013	11	9	1.52				
2013	11	10	1.6				
2013	11	11	1.42				
2013	11	12	1.47				
2013	11	13	1.47				
2013	11	14	1.47				
2013	11	15	1.54				
2013	11	16	1.52				
2013	11	17	1.52				
2013	11	18	1.63				
2013	11	19	1.6				
2013	11	20	1.57				
2013	11	21	1.52				
2013	11	22	1.57				
2013	11	23	1.68				
2013	11	24	1.73				
2013	11	25	1.73				
2013	11	26	1.65				
2013	11	27	1.57				
2013	11	28	1.57				
2013	11	29	1.52				
2013	11	30	1.52				
2013	12	1	9.05				
2013	12	2	7.71				
2013	12	3	2.05				
2013	12	4	3.74				
2013	12	5	4.82				
2013	12	6	3.61				
2013	12	7	2.94				
2013	12	8	3.02				
2013	12	9	3.38				
2013	12	10	3.57				
2013	12	11	4.62				
2013	12	12	3.31				
2013	12	13	2.49				
2013	12	14	2.28				
2013	12	15	7.09				
2013	12	16	7.26				
2013	12	17	4.93				
2013	12	18	3.29				
2013	12	19	2.88				
2013	12	20	2.75				
2013	12	21	2.62				
2013	12	22	2.62				
2013	12	23	2.53				
2013	12	24	2.53				
2013	12	25	2.49				
2013	12	26	2.68				
2013	12	27	2.81				
2013	12	28	2.81				
2013	12	29	2.91				
2013	12	30	2.88				
2013	12	31	2.78				
2014	1	1	2.65				
2014	1	2	2.88				
2014	1	3	2.79				
2014	1	4	2.49				
2014	1	5	2.49				
2014	1	6	2.53				
2014	1	7	2.4				
2014	1	8	2.49				
2014	1	9	2.49				
2014	1	10	2.43				
2014	1	11	2.49				
2014	1	12	2.56				
2014	1	13	2.62				
2014	1	14	2.31				
2014	1	15	2.65				
2014	1	16	2.59				
2014	1	17	2.71				
2014	1	18	2.75				
2014	1	19	2.68				
2014	1	20	2.75				
2014	1	21	2.81				
2014	1	22	2.81				
2014	1	23	2.88				
2014	1	24	2.81				
2014	1	25	2.81				
2014	1	26	2.94				
2014	1	27	2.88				
2014	1	28	2.88				
2014	1	29	2.88				
2014	1	30	2.71				
2014	1	31	2.68				
2014	2	1	2.91				
2014	2	2	2.56				
2014	2	3	2.59				
2014	2	4	2.49				
2014	2	5	2.4				
2014	2	6	2.25				
2014	2	7	2.22				
2014	2	8	1.76				
2014	2	9	1.79				
2014	2	10	1.73				
2014	2	11	1.73				
2014	2	12	1.76				
2014	2	13	1.73				
2014	2	14	1.73				
2014	2	15	1.73				
2014	2	16	1.68				
2014	2	17	2.15				
2014	2	18	2.15				
2014	2	19	3.14				
2014	2	20	6.07				
2014	2	21	6.47				
2014	2	22	4.01				
2014	2	23	3.71				
2014	2	24	3.22				
2014	2	25	2.46				
2014	2	26	2.19				
2014	2	27	2.01				
2014	2	28	2.19				
2014	3	1	2.59				
2014	3	2	4.11				
2014	3	3	3.74				
2014	3	4	3.64				
2014	3	5	3.71				
2014	3	6	3.82				
2014	3	7	4.86				
2014	3	8	12.7				
2014	3	9	48				
2014	3	10	23.1				
2014	3	11	8.74				
2014	3	12	7.51				
2014	3	13	9.73				
2014	3	14	14.7				
2014	3	15	14.2				
2014	3	16	9.19				
2014	3	17	8.34				
2014	3	18	7.7				
2014	3	19	6.09				
2014	3	20	6.45				
2014	3	21	6.86				
2014	3	22	13.1				
2014	3	23	22				
2014	3	24	12				
2014	3	25	11.4				
2014	3	26	14.4				
2014	3	27	19.2				
2014	3	28	19.4				
2014	3	29	20.8				
2014	3	30	16.5				
2014	3	31	12.9				
2014	4	1	15.4				
2014	4	2	11.8				
2014	4	3	13.9				
2014	4	4	16.2				
2014	4	5	14.4				
2014	4	6	13.1				
2014	4	7	11.3				
2014	4	8	10.4				
2014	4	9	9.51				
2014	4	10	8.4				
2014	4	11	7.7				
2014	4	12	7.47				
2014	4	13	7.23				
2014	4	14	6.59				
2014	4	15	5.36				
2014	4	16	4.7				
2014	4	17	4.5				
2014	4	18	4.19				
2014	4	19	4.03				
2014	4	20	3.27				
2014	4	21	3.02				
2014	4	22	2.91				
2014	4	23	2.71				
2014	4	24	3.13				
2014	4	25	4.59				
2014	4	26	3.81				
2014	4	27	3.48				
2014	4	28	3.16				
2014	4	29	3.02				
2014	4	30	2.55				
2014	5	1	2.27				
2014	5	2	1.96				
2014	5	3	1.88				
2014	5	4	1.82				
2014	5	5	1.7				
2014	5	6	1.57				
2014	5	7	1.36				
2014	5	8	1.03				
2014	5	9	0.986				
2014	5	10	0.851				
2014	5	11	0.746				
2014	5	12	0.683				
2014	5	13	0.643				
2014	5	14	0.457				
2014	5	15	0.389				
2014	5	16	0.236				
2014	5	17	0.158				
2014	5	18	0.158				
2014	5	19	0.135				
2014	5	20	0.135				
2014	5	21	0.135				
2014	5	22	0.184				
2014	5	23	0.158				
2014	5	24	0.135				
2014	5	25	0.135				
2014	5	26	0.092				
2014	5	27	0.073				
2014	5	28	0.048				
2014	5	29	2.13				
2014	5	30	33.7				
2014	5	31	3.19				
2014	6	1	2.36				
2014	6	2	1.1				
2014	6	3	0.158				
2014	6	4	1.04				
2014	6	5	1.13				
2014	6	6	0.704				
2014	6	7	0.442				
2014	6	8	0.236				
2014	6	9	0.184				
2014	6	10	0.158				
2014	6	11	0.158				
2014	6	12	0.135				
2014	6	13	0.092				
2014	6	14	0.073				
2014	6	15	0.064				
2014	6	16	0.056				
2014	6	17	0.073				
2014	6	18	0.073				
2014	6	19	0.073				
2014	6	20	0.092				
2014	6	21	0.092				
2014	6	22	0.113				
2014	6	23	0.113				
2014	6	24	0.113				
2014	6	25	0.135				
2014	6	26	0.135				
2014	6	27	0.135				
2014	6	28	0.158				
2014	6	29	0.158				
2014	6	30	0.183				
2014	7	1	0.154				
2014	7	2	0.073				
2014	7	3	0.073				
2014	7	4	1.03				
2014	7	5	0.608				
2014	7	6	0.324				
2014	7	7	0.293				
2014	7	8	0.264				
2014	7	9	0.159				
2014	7	10	0.135				
2014	7	11	0.183				
2014	7	12	0.183				
2014	7	13	0.147				
2014	7	14	0.092				
2014	7	15	0.073				
2014	7	16	0.102				
2014	7	17	0.158				
2014	7	18	0.158				
2014	7	19	0.135				
2014	7	20	0.113				
2014	7	21	0.113				
2014	7	22	0.092				
2014	7	23	0.135				
2014	7	24	0.113				
2014	7	25	0.113				
2014	7	26	0.092				
2014	7	27	0.073				
2014	7	28	0.092				
2014	7	29	0.102				
2014	7	30	0.113				
2014	7	31	0.113				
2014	8	1	0.113				
2014	8	2	0.113				
2014	8	3	0.113				
2014	8	4	0.113				
2014	8	5	0.113				
2014	8	6	0.113				
2014	8	7	0.113				
2014	8	8	0.113				
2014	8	9	0.113				
2014	8	10	0.113				
2014	8	11	0.102				
2014	8	12	0.083				
2014	8	13	0.073				
2014	8	14	0.102				
2014	8	15	0.092				
2014	8	16	0.091				
2014	8	17	0.09				
2014	8	18	0.089				
2014	8	19	0.088				
2014	8	20	0.087				
2014	8	21	0.086				
2014	8	22	0.085				
2014	8	23	0.084				
2014	8	24	0.083				
2014	8	25	0.084				
2014	8	26	0.084				
2014	8	27	0.085				
2014	8	28	0.086				
2014	8	29	0.086				
2014	8	30	0.087				
2014	8	31	0.088				
2014	9	1	0.088				
2014	9	2	0.089				
2014	9	3	0.09				
2014	9	4	0.091				
2014	9	5	0.091				
2014	9	6	0.092				
2014	9	7	0.093				
2014	9	8	0.093				
2014	9	9	0.094				
2014	9	10	0.117				
2014	9	11	0.14				
2014	9	12	0.163				
2014	9	13	0.186				
2014	9	14	0.209				
2014	9	15	0.232				
2014	9	16	0.255				
2014	9	17	0.278				
2014	9	18	0.301				
2014	9	19	0.324				
2014	9	20	0.347				
2014	9	21	0.37				
2014	9	22	0.393				
2014	9	23	0.468				
2014	9	24	0.493				
2014	9	25	0.493				
2014	9	26	0.493				
2014	9	27	0.468				
2014	9	28	0.468				
2014	9	29	0.433				
2014	9	30	0.421				
2014	10	1	0.398				
2014	10	2	0.398				
2014	10	3	0.376				
2014	10	4	0.355				
2014	10	5	0.334				
2014	10	6	0.355				
2014	10	7	0.355				
2014	10	8	0.697				
2014	10	9	0.468				
2014	10	10	0.468				
2014	10	11	0.493				
2014	10	12	0.655				
2014	10	13	0.774				
2014	10	14	0.838				
2014	10	15	0.774				
2014	10	16	0.774				
2014	10	17	0.774				
2014	10	18	0.774				
2014	10	19	0.838				
2014	10	20	0.743				
2014	10	21	0.743				
2014	10	22	1.04				
2014	10	23	1.01				
2014	10	24	0.992				
2014	10	25	0.973				
2014	10	26	1.04				
2014	10	27	1.02				
2014	10	28	1.01				
2014	10	29	1.01				
2014	10	30	0.938				
2014	10	31	0.938				
2014	11	1	0.938				
2014	11	2	1.03				
2014	11	3	2.1				
2014	11	4	1.15				
2014	11	5	1.12				
2014	11	6	1.17				
2014	11	7	1.16				
2014	11	8	1.08				
2014	11	9	1.08				
2014	11	10	1.01				
2014	11	11	1.01				
2014	11	12	1.2				
2014	11	13	1.21				
2014	11	14	1.21				
2014	11	15	1.15				
2014	11	16	1.1				
2014	11	17	1.08				
2014	11	18	1.08				
2014	11	19	1.08				
2014	11	20	1.25				
2014	11	21	1.42				
2014	11	22	1.17				
2014	11	23	1.3				
2014	11	24	1.35				
2014	11	25	1.31				
2014	11	26	1.35				
2014	11	27	1.39				
2014	11	28	1.44				
2014	11	29	1.62				
2014	11	30	1.61				
2014	12	1	1.53				
2014	12	2	1.57				
2014	12	3	2.2				
2014	12	4	2.31				
2014	12	5	2.39				
2014	12	6	1.8				
2014	12	7	1.92				
2014	12	8	2				
2014	12	9	1.98				
2014	12	10	1.95				
2014	12	11	1.88				
2014	12	12	1.85				
2014	12	13	1.71				
2014	12	14	1.71				
2014	12	15	1.57				
2014	12	16	1.5				
2014	12	17	1.76				
2014	12	18	1.9				
2014	12	19	1.8				
2014	12	20	1.71				
2014	12	21	1.66				
2014	12	22	1.66				
2014	12	23	1.57				
2014	12	24	1.5				
2014	12	25	1.57				
2014	12	26	1.53				
2014	12	27	1.48				
2014	12	28	1.48				
2014	12	29	1.44				
2014	12	30	1.35				
2014	12	31	1.35				
2015	1	1	1.33				
2015	1	2	1.27				
2015	1	3	1.27				
2015	1	4	1.19				
2015	1	5	1.21				
2015	1	6	1.12				
2015	1	7	1.13				
2015	1	8	1.23				
2015	1	9	1.59				
2015	1	10	1.75				
2015	1	11	1.66				
2015	1	12	1.38				
2015	1	13	1.27				
2015	1	14	1.23				
2015	1	15	1.21				
2015	1	16	1.19				
2015	1	17	1.2				
2015	1	18	1.23				
2015	1	19	1.27				
2015	1	20	1.27				
2015	1	21	1.27				
2015	1	22	1.31				
2015	1	23	1.31				
2015	1	24	1.57				
2015	1	25	1.68				
2015	1	26	1.71				
2015	1	27	1.57				
2015	1	28	1.53				
2015	1	29	1.48				
2015	1	30	1.44				
2015	1	31	2.6				
2015	2	1	3.13				
2015	2	2	2.62				
2015	2	3	2.79				
2015	2	4	2.45				
2015	2	5	2.36				
2015	2	6	8.18				
2015	2	7	6.28				
2015	2	8	3.84				
2015	2	9	3.1				
2015	2	10	3.03				
2015	2	11	3.52				
2015	2	12	3.71				
2015	2	13	3.65				
2015	2	14	3.85				
2015	2	15	3.38				
2015	2	16	3.06				
2015	2	17	3.1				
2015	2	18	3.1				
2015	2	19	3.06				
2015	2	20	2.73				
2015	2	21	2.92				
2015	2	22	3.44				
2015	2	23	4.07				
2015	2	24	4.89				
2015	2	25	3.72				
2015	2	26	3.79				
2015	2	27	6.92				
2015	2	28	7.79				
2015	3	1	6.64				
2015	3	2	6.14				
2015	3	3	10				
2015	3	4	11				
2015	3	5	9.7				
2015	3	6	19.7				
2015	3	7	16.5				
2015	3	8	12.9				
2015	3	9	16				
2015	3	10	14.7				
2015	3	11	10.9				
2015	3	12	8.97				
2015	3	13	12.9				
2015	3	14	24.6				
2015	3	15	17.7				
2015	3	16	15				
2015	3	17	13.8				
2015	3	18	14.6				
2015	3	19	17				
2015	3	20	14.1				
2015	3	21	22.7				
2015	3	22	18.6				
2015	3	23	20.8				
2015	3	24	27.2				
2015	3	25	20.2				
2015	3	26	14.6				
2015	3	27	8.13				
2015	3	28	8.65				
2015	3	29	7.39				
2015	3	30	6.86				
2015	3	31	7.78				
2015	4	1	8.44				
2015	4	2	7.32				
2015	4	3	5.88				
2015	4	4	5.22				
2015	4	5	4.28				
2015	4	6	5.02				
2015	4	7	4.43				
2015	4	8	4.24				
2015	4	9	3.99				
2015	4	10	3.88				
2015	4	11	3.75				
2015	4	12	3.58				
2015	4	13	3.65				
2015	4	14	3.58				
2015	4	15	3.51				
2015	4	16	3.13				
2015	4	17	2.53				
2015	4	18	2.2				
2015	4	19	1.27				
2015	4	20	0.959				
2015	4	21	0.743				
2015	4	22	0.713				
2015	4	23	0.713				
2015	4	24	0.683				
2015	4	25	0.908				
2015	4	26	10.7				
2015	4	27	6.64				
2015	4	28	3.8				
2015	4	29	2.26				
2015	4	30	2.16				
2015	5	1	1.62				
2015	5	2	1.28				
2015	5	3	1.1				
2015	5	4	1				
2015	5	5	0.881				
2015	5	6	0.834				
2015	5	7	0.744				
2015	5	8	0.812				
2015	5	9	0.744				
2015	5	10	0.7				
2015	5	11	0.7				
2015	5	12	0.657				
2015	5	13	0.574				
2015	5	14	0.554				
2015	5	15	0.515				
2015	5	16	0.476				
2015	5	17	0.457				
2015	5	18	0.268				
2015	5	19	0.222				
2015	5	20	0.222				
2015	5	21	0.222				
2015	5	22	0.193				
2015	5	23	0.193				
2015	5	24	0.166				
2015	5	25	0.166				
2015	5	26	0.14				
2015	5	27	0.14				
2015	5	28	0.14				
2015	5	29	0.116				
2015	5	30	0.093				
2015	5	31	0.093				
2015	6	1	0.093				
2015	6	2	0.093				
2015	6	3	0.072				
2015	6	4	0.072				
2015	6	5	0.072				
2015	6	6	0.072				
2015	6	7	0.072				
2015	6	8	0.053				
2015	6	9	0.053				
2015	6	10	0.053				
2015	6	11	0.053				
2015	6	12	0.053				
2015	6	13	0.053				
2015	6	14	0.053				
2015	6	15	0.053				
2015	6	16	0.036				
2015	6	17	0.036				
2015	6	18	0.063				
2015	6	19	0.093				
2015	6	20	0.116				
2015	6	21	0.116				
2015	6	22	0.116				
2015	6	23	0.116				
2015	6	24	0.093				
2015	6	25	0.093				
2015	6	26	0.093				
2015	6	27	0.093				
2015	6	28	0.093				
2015	6	29	0.093				
2015	6	30	0.072				
2015	7	1	0.072				
2015	7	2	0.093				
2015	7	3	0.093				
2015	7	4	0.072				
2015	7	5	0.072				
2015	7	6	0.072				
2015	7	7	0.072				
2015	7	8	0.072				
2015	7	9	0.053				
2015	7	10	0.053				
2015	7	11	0.053				
2015	7	12	0.053				
2015	7	13	0.053				
2015	7	14	0.053				
2015	7	15	0.053				
2015	7	16	0.072				
2015	7	17	0.053				
2015	7	18	0.289				
2015	7	19	0.119				
2015	7	20	0.656				
2015	7	21	0.299				
2015	7	22	0.209				
2015	7	23	0.128				
2015	7	24	0.116				
2015	7	25	0.072				
2015	7	26	0.063				
2015	7	27	0.053				
2015	7	28	0.053				
2015	7	29	0.053				
2015	7	30	0.053				
2015	7	31	0.053				
2015	8	1	0.053				
2015	8	2	0.053				
2015	8	3	0.053				
2015	8	4	0.053				
2015	8	5	0.036				
2015	8	6	0.036				
2015	8	7	0.036				
2015	8	8	0.036				
2015	8	9	0.506				
2015	8	10	0.083				
2015	8	11	0.072				
2015	8	12	0.072				
2015	8	13	0.072				
2015	8	14	0.053				
2015	8	15	0.053				
2015	8	16	0.072				
2015	8	17	0.072				
2015	8	18	0.072				
2015	8	19	0.072				
2015	8	20	0.072				
2015	8	21	0.063				
2015	8	22	0.053				
2015	8	23	0.072				
2015	8	24	0.072				
2015	8	25	0.072				
2015	8	26	0.093				
2015	8	27	0.093				
2015	8	28	0.116				
2015	8	29	0.116				
2015	8	30	0.153				
2015	8	31	0.093				
2015	9	1	0.093				
2015	9	2	0.116				
2015	9	3	0.116				
2015	9	4	0.116				
2015	9	5	0.093				
2015	9	6	0.093				
2015	9	7	0.093				
2015	9	8	0.105				
2015	9	9	0.093				
2015	9	10	0.093				
2015	9	11	0.072				
2015	9	12	0.093				
2015	9	13	0.072				
2015	9	14	0.093				
2015	9	15	0.093				
2015	9	16	0.116				
2015	9	17	0.495				
2015	9	18	0.657				
2015	9	19	0.595				
2015	9	20	0.574				
2015	9	21	0.7				
2015	9	22	0.636				
							
							
							
							
							
							
							
							
							
							
							
							
